0,-0.002314815
0.038167939,0.011574074
0.080916031,0.018518519
0.12519084,0.030092593
0.172519084,0.034722222
0.222900763,0.046296296
0.271755725,0.0625
0.322137405,0.076388889
0.369465649,0.087962963
0.41221374,0.101851852
0.451908397,0.118055556
0.490076336,0.127314815
0.545038168,0.152777778
0.596946565,0.178240741
0.654961832,0.212962963
0.702290076,0.25
0.740458015,0.291666667
0.772519084,0.328703704
0.798473282,0.381944444
0.819847328,0.423611111
0.821374046,0.483796296
0.816793893,0.548611111
0.822900763,0.622685185
0.818320611,0.68287037
0.829007634,0.717592593
0.848854962,0.717592593
0.873282443,0.724537037
0.885496183,0.75
0.887022901,0.789351852
0.880916031,0.814814815
0.882442748,0.844907407
0.891603053,0.861111111
0.909923664,0.863425926
0.928244275,0.868055556
0.940458015,0.881944444
0.94351145,0.905092593
0.945038168,0.928240741
0.94351145,0.953703704
0.946564885,0.976851852
0.958778626,0.99537037
0.975572519,1.002314815
0.984732824,1.020833333
0.98778626,1.048611111
0.989312977,1.076388889
0.990839695,1.099537037
0.99389313,1.127314815
0.996946565,1.164351852
1.001526718,1.203703704
0.996946565,1.240740741
0.989312977,1.282407407
0.974045802,1.3125
0.952671756,1.324074074
0.932824427,1.310185185
0.916030534,1.291666667
0.903816794,1.261574074
0.899236641,1.229166667
0.897709924,1.199074074
0.891603053,1.175925926
0.876335878,1.157407407
0.861068702,1.122685185
0.844274809,1.097222222
0.832061069,1.071759259
0.810687023,1.043981481
0.786259542,1.020833333
0.757251908,1
0.726717557,0.979166667
0.699236641,0.962962963
0.67480916,0.946759259
0.641221374,0.93287037
0.607633588,0.921296296
0.578625954,0.921296296
0.552671756,0.928240741
0.520610687,0.93287037
0.482442748,0.9375
0.450381679,0.94212963
0.41221374,0.949074074
0.380152672,0.962962963
0.349618321,0.976851852
0.328244275,0.997685185
0.312977099,1.032407407
0.302290076,1.071759259
0.293129771,1.115740741
0.288549618,1.155092593
0.277862595,1.224537037
0.26870229,1.293981481
0.259541985,1.372685185
0.250381679,1.446759259
0.241221374,1.516203704
0.236641221,1.550925926
0.227480916,1.578703704
0.210687023,1.581018519
0.192366412,1.569444444
0.184732824,1.546296296
0.184732824,1.513888889
0.18778626,1.476851852
0.190839695,1.4375
0.198473282,1.368055556
0.201526718,1.342592593
0.20610687,1.293981481
0.20610687,1.266203704
0.204580153,1.247685185
0.196946565,1.256944444
0.186259542,1.291666667
0.175572519,1.335648148
0.163358779,1.375
0.149618321,1.414351852
0.134351145,1.4375
0.111450382,1.435185185
0.088549618,1.414351852
0.091603053,1.375
0.102290076,1.342592593
0.111450382,1.303240741
0.122137405,1.259259259
0.129770992,1.215277778
0.135877863,1.178240741
0.141984733,1.131944444
0.149618321,1.090277778
0.155725191,1.048611111
0.161832061,1.023148148
0.148091603,1.006944444
0.128244275,1.006944444
0.087022901,1.00462963
0.065648855,1.00462963
0.038167939,1.00462963
0.00610687,1.002314815
